rank,expression,count,frequency_score,source
1825,swear by almighty,76,37.7,OpenSubtitles v2018 / OPUS
1826,by almighty god,76,37.7,OpenSubtitles v2018 / OPUS
1827,i swear by almighty,76,37.7,OpenSubtitles v2018 / OPUS
1828,swear by almighty god,76,37.7,OpenSubtitles v2018 / OPUS
1829,by almighty god that,76,37.7,OpenSubtitles v2018 / OPUS
1830,had blood on,76,37.7,OpenSubtitles v2018 / OPUS
1831,know what that,75,37.6,OpenSubtitles v2018 / OPUS
1832,can't i,75,37.6,OpenSubtitles v2018 / OPUS
1833,girl in,75,37.6,OpenSubtitles v2018 / OPUS
1834,in law,75,37.6,OpenSubtitles v2018 / OPUS
1835,don't feel,75,37.6,OpenSubtitles v2018 / OPUS
1836,me back,75,37.6,OpenSubtitles v2018 / OPUS
1837,we don't know,75,37.6,OpenSubtitles v2018 / OPUS
1838,your time,75,37.6,OpenSubtitles v2018 / OPUS
1839,in now,75,37.6,OpenSubtitles v2018 / OPUS
1840,to thank,75,37.6,OpenSubtitles v2018 / OPUS
1841,has come,75,37.6,OpenSubtitles v2018 / OPUS
1842,i'll pay,75,37.6,OpenSubtitles v2018 / OPUS
1843,care of yourself,75,37.6,OpenSubtitles v2018 / OPUS
1844,you in a,75,37.6,OpenSubtitles v2018 / OPUS
1845,come and get,75,37.6,OpenSubtitles v2018 / OPUS
1846,officers will work,75,37.6,OpenSubtitles v2018 / OPUS
1847,our work,75,37.6,OpenSubtitles v2018 / OPUS
1848,in london,75,37.6,OpenSubtitles v2018 / OPUS
1849,there's always the unexpected,75,37.6,OpenSubtitles v2018 / OPUS
1850,there's always one,75,37.6,OpenSubtitles v2018 / OPUS
1851,there's always one more,75,37.6,OpenSubtitles v2018 / OPUS
1852,always one more thing,75,37.6,OpenSubtitles v2018 / OPUS
1853,there's always one more thing,75,37.6,OpenSubtitles v2018 / OPUS
1854,don't you get,75,37.6,OpenSubtitles v2018 / OPUS
1855,in god's,75,37.6,OpenSubtitles v2018 / OPUS
1856,wanna get,74,37.5,OpenSubtitles v2018 / OPUS
1857,is really,74,37.5,OpenSubtitles v2018 / OPUS
1858,what's so,74,37.5,OpenSubtitles v2018 / OPUS
1859,out that,74,37.5,OpenSubtitles v2018 / OPUS
1860,still in,74,37.5,OpenSubtitles v2018 / OPUS
1861,can come,74,37.5,OpenSubtitles v2018 / OPUS
1862,don't really,74,37.5,OpenSubtitles v2018 / OPUS
1863,must tell you,74,37.5,OpenSubtitles v2018 / OPUS
1864,right at,74,37.5,OpenSubtitles v2018 / OPUS
1865,it that way,74,37.5,OpenSubtitles v2018 / OPUS
1866,couldn't be,74,37.5,OpenSubtitles v2018 / OPUS
1867,mean the,74,37.5,OpenSubtitles v2018 / OPUS
1868,wanna be,74,37.5,OpenSubtitles v2018 / OPUS
1869,good and,74,37.5,OpenSubtitles v2018 / OPUS
1870,go that,74,37.5,OpenSubtitles v2018 / OPUS
1871,day after,74,37.5,OpenSubtitles v2018 / OPUS
1872,and after,74,37.5,OpenSubtitles v2018 / OPUS
1873,we'll make,74,37.5,OpenSubtitles v2018 / OPUS
1874,and i think,74,37.5,OpenSubtitles v2018 / OPUS
1875,just thinking,74,37.5,OpenSubtitles v2018 / OPUS
1876,going to get,74,37.5,OpenSubtitles v2018 / OPUS
1877,i don't know how,74,37.5,OpenSubtitles v2018 / OPUS
1878,here on,74,37.5,OpenSubtitles v2018 / OPUS
1879,back home,73,37.4,OpenSubtitles v2018 / OPUS
1880,talk about it,73,37.4,OpenSubtitles v2018 / OPUS
1881,a very good,73,37.4,OpenSubtitles v2018 / OPUS
1882,here's a,73,37.4,OpenSubtitles v2018 / OPUS
1883,she's in,73,37.4,OpenSubtitles v2018 / OPUS
1884,doesn't mean,73,37.4,OpenSubtitles v2018 / OPUS
1885,just thought,73,37.4,OpenSubtitles v2018 / OPUS
1886,i'm trying to,73,37.4,OpenSubtitles v2018 / OPUS
1887,back to your,73,37.4,OpenSubtitles v2018 / OPUS
1888,can't go on,73,37.4,OpenSubtitles v2018 / OPUS
1889,i must tell you,73,37.4,OpenSubtitles v2018 / OPUS
1890,not on the,73,37.4,OpenSubtitles v2018 / OPUS
1891,in which,73,37.4,OpenSubtitles v2018 / OPUS
1892,on the floor,73,37.4,OpenSubtitles v2018 / OPUS
1893,way he,73,37.4,OpenSubtitles v2018 / OPUS
1894,by this,73,37.4,OpenSubtitles v2018 / OPUS
1895,it's almost,73,37.4,OpenSubtitles v2018 / OPUS
1896,no please,73,37.4,OpenSubtitles v2018 / OPUS
1897,you good,73,37.4,OpenSubtitles v2018 / OPUS
1898,i've been thinking,73,37.4,OpenSubtitles v2018 / OPUS
1899,he's given,73,37.4,OpenSubtitles v2018 / OPUS
1900,my name's,73,37.4,OpenSubtitles v2018 / OPUS
1901,you'd like to,73,37.4,OpenSubtitles v2018 / OPUS
1902,thanks a,73,37.4,OpenSubtitles v2018 / OPUS
1903,up that,73,37.4,OpenSubtitles v2018 / OPUS
1904,i know but,73,37.4,OpenSubtitles v2018 / OPUS
1905,off a,73,37.4,OpenSubtitles v2018 / OPUS
1906,back for,73,37.4,OpenSubtitles v2018 / OPUS
1907,go home any,73,37.4,OpenSubtitles v2018 / OPUS
1908,never go home any,73,37.4,OpenSubtitles v2018 / OPUS
1909,go home any more,73,37.4,OpenSubtitles v2018 / OPUS
1910,may never go home any,73,37.4,OpenSubtitles v2018 / OPUS
1911,never go home any more,73,37.4,OpenSubtitles v2018 / OPUS
1912,engines ahead,73,37.4,OpenSubtitles v2018 / OPUS
1913,go ahead and,72,37.3,OpenSubtitles v2018 / OPUS
1914,think of it,72,37.3,OpenSubtitles v2018 / OPUS
1915,sit in,72,37.3,OpenSubtitles v2018 / OPUS
1916,him away,72,37.3,OpenSubtitles v2018 / OPUS
1917,i can't be,72,37.3,OpenSubtitles v2018 / OPUS
1918,will happen,72,37.3,OpenSubtitles v2018 / OPUS
1919,what i want,72,37.3,OpenSubtitles v2018 / OPUS
1920,i don't want to be,72,37.3,OpenSubtitles v2018 / OPUS
1921,i think he,72,37.3,OpenSubtitles v2018 / OPUS
1922,but i didn't,72,37.3,OpenSubtitles v2018 / OPUS
1923,know anything about,72,37.3,OpenSubtitles v2018 / OPUS
1924,dog in the,72,37.3,OpenSubtitles v2018 / OPUS
1925,just now,72,37.3,OpenSubtitles v2018 / OPUS
1926,don't like it,72,37.3,OpenSubtitles v2018 / OPUS
1927,no just,72,37.3,OpenSubtitles v2018 / OPUS
1928,keep out of,72,37.3,OpenSubtitles v2018 / OPUS
1929,on account,72,37.3,OpenSubtitles v2018 / OPUS
1930,i'm working,72,37.3,OpenSubtitles v2018 / OPUS
1931,good of,72,37.3,OpenSubtitles v2018 / OPUS
1932,know of,72,37.3,OpenSubtitles v2018 / OPUS
1933,time he,72,37.3,OpenSubtitles v2018 / OPUS
1934,going away,72,37.3,OpenSubtitles v2018 / OPUS
1935,let's get out of,72,37.3,OpenSubtitles v2018 / OPUS
1936,come off,72,37.3,OpenSubtitles v2018 / OPUS
1937,now wait,72,37.3,OpenSubtitles v2018 / OPUS
1938,feel so,72,37.3,OpenSubtitles v2018 / OPUS
1939,put up,72,37.3,OpenSubtitles v2018 / OPUS
1940,thanks a lot,72,37.3,OpenSubtitles v2018 / OPUS
1941,you know you,72,37.3,OpenSubtitles v2018 / OPUS
1942,her down,72,37.3,OpenSubtitles v2018 / OPUS
1943,all engines ahead,72,37.3,OpenSubtitles v2018 / OPUS
1944,talk like,71,37.1,OpenSubtitles v2018 / OPUS
1945,want some,71,37.1,OpenSubtitles v2018 / OPUS
1946,what's up,71,37.1,OpenSubtitles v2018 / OPUS
1947,right all,71,37.1,OpenSubtitles v2018 / OPUS
1948,and just,71,37.1,OpenSubtitles v2018 / OPUS
1949,depends on,71,37.1,OpenSubtitles v2018 / OPUS
1950,i won't be,71,37.1,OpenSubtitles v2018 / OPUS
1951,after a,71,37.1,OpenSubtitles v2018 / OPUS
1952,it didn't,71,37.1,OpenSubtitles v2018 / OPUS
1953,to get married,71,37.1,OpenSubtitles v2018 / OPUS
1954,could go,71,37.1,OpenSubtitles v2018 / OPUS
1955,he's just,71,37.1,OpenSubtitles v2018 / OPUS
1956,i guess you,71,37.1,OpenSubtitles v2018 / OPUS
1957,better take,71,37.1,OpenSubtitles v2018 / OPUS
1958,ain't that,71,37.1,OpenSubtitles v2018 / OPUS
1959,know about the,71,37.1,OpenSubtitles v2018 / OPUS
1960,coming back,71,37.1,OpenSubtitles v2018 / OPUS
1961,a long time ago,71,37.1,OpenSubtitles v2018 / OPUS
1962,like to go,71,37.1,OpenSubtitles v2018 / OPUS
1963,to talk about,71,37.1,OpenSubtitles v2018 / OPUS
1964,won't get,71,37.1,OpenSubtitles v2018 / OPUS
1965,know what's,71,37.1,OpenSubtitles v2018 / OPUS
1966,might get,71,37.1,OpenSubtitles v2018 / OPUS
1967,and talk,71,37.1,OpenSubtitles v2018 / OPUS
1968,i haven't been,71,37.1,OpenSubtitles v2018 / OPUS
1969,who doesn't,71,37.1,OpenSubtitles v2018 / OPUS
1970,he's doing,71,37.1,OpenSubtitles v2018 / OPUS
1971,don't expect you,71,37.1,OpenSubtitles v2018 / OPUS
1972,it's such,71,37.1,OpenSubtitles v2018 / OPUS
1973,it's such a,71,37.1,OpenSubtitles v2018 / OPUS
1974,on the road,71,37.1,OpenSubtitles v2018 / OPUS
1975,gonna have to,71,37.1,OpenSubtitles v2018 / OPUS
1976,while i'm,70,37.0,OpenSubtitles v2018 / OPUS
1977,get me a,70,37.0,OpenSubtitles v2018 / OPUS
1978,what we're doing,70,37.0,OpenSubtitles v2018 / OPUS
1979,lie down,70,37.0,OpenSubtitles v2018 / OPUS
1980,no matter what,70,37.0,OpenSubtitles v2018 / OPUS
1981,you hold,70,37.0,OpenSubtitles v2018 / OPUS
1982,you want to go,70,37.0,OpenSubtitles v2018 / OPUS
1983,want to make,70,37.0,OpenSubtitles v2018 / OPUS
1984,i work,70,37.0,OpenSubtitles v2018 / OPUS
1985,i didn't mean,70,37.0,OpenSubtitles v2018 / OPUS
1986,right i'll,70,37.0,OpenSubtitles v2018 / OPUS
1987,and there's,70,37.0,OpenSubtitles v2018 / OPUS
1988,eye on,70,37.0,OpenSubtitles v2018 / OPUS
1989,give your,70,37.0,OpenSubtitles v2018 / OPUS
1990,settle down,70,37.0,OpenSubtitles v2018 / OPUS
1991,you're not going to,70,37.0,OpenSubtitles v2018 / OPUS
1992,we gotta,70,37.0,OpenSubtitles v2018 / OPUS
1993,i can get,70,37.0,OpenSubtitles v2018 / OPUS
1994,good girl,70,37.0,OpenSubtitles v2018 / OPUS
1995,there's still,70,37.0,OpenSubtitles v2018 / OPUS
1996,know how you,70,37.0,OpenSubtitles v2018 / OPUS
1997,well in,70,37.0,OpenSubtitles v2018 / OPUS
1998,in the same,70,37.0,OpenSubtitles v2018 / OPUS
1999,you weren't,70,37.0,OpenSubtitles v2018 / OPUS
2000,you don't think,70,37.0,OpenSubtitles v2018 / OPUS
2001,be happy in your,70,37.0,OpenSubtitles v2018 / OPUS
2002,be happy in your work,70,37.0,OpenSubtitles v2018 / OPUS
2003,i think he's,70,37.0,OpenSubtitles v2018 / OPUS
2004,been trying,70,37.0,OpenSubtitles v2018 / OPUS
2005,been trying to,70,37.0,OpenSubtitles v2018 / OPUS
2006,they're gonna,70,37.0,OpenSubtitles v2018 / OPUS
2007,will you go,70,37.0,OpenSubtitles v2018 / OPUS
2008,ain't you,70,37.0,OpenSubtitles v2018 / OPUS
2009,she can't,70,37.0,OpenSubtitles v2018 / OPUS
2010,work out,70,37.0,OpenSubtitles v2018 / OPUS
2011,it wouldn't,70,37.0,OpenSubtitles v2018 / OPUS
2012,in germany,70,37.0,OpenSubtitles v2018 / OPUS
2013,doggone dog in,70,37.0,OpenSubtitles v2018 / OPUS
2014,best doggone dog in,70,37.0,OpenSubtitles v2018 / OPUS
2015,doggone dog in the,70,37.0,OpenSubtitles v2018 / OPUS
2016,dog in the west,70,37.0,OpenSubtitles v2018 / OPUS
2017,in god's grace,70,37.0,OpenSubtitles v2018 / OPUS
2018,i'll just,69,36.9,OpenSubtitles v2018 / OPUS
2019,go to bed,69,36.9,OpenSubtitles v2018 / OPUS
2020,you're leaving,69,36.9,OpenSubtitles v2018 / OPUS
2021,i'm with,69,36.9,OpenSubtitles v2018 / OPUS
2022,turn out,69,36.9,OpenSubtitles v2018 / OPUS
2023,give her a,69,36.9,OpenSubtitles v2018 / OPUS
2024,it's hard to,69,36.9,OpenSubtitles v2018 / OPUS
2025,time when,69,36.9,OpenSubtitles v2018 / OPUS
2026,right let's,69,36.9,OpenSubtitles v2018 / OPUS
2027,the right to,69,36.9,OpenSubtitles v2018 / OPUS
2028,that i've,69,36.9,OpenSubtitles v2018 / OPUS
2029,look so,69,36.9,OpenSubtitles v2018 / OPUS
2030,had in,69,36.9,OpenSubtitles v2018 / OPUS
2031,like to know,69,36.9,OpenSubtitles v2018 / OPUS
2032,was on the,69,36.9,OpenSubtitles v2018 / OPUS
2033,some time,69,36.9,OpenSubtitles v2018 / OPUS
2034,of work,69,36.9,OpenSubtitles v2018 / OPUS
2035,do you believe,69,36.9,OpenSubtitles v2018 / OPUS
2036,if i'd,69,36.9,OpenSubtitles v2018 / OPUS
2037,you on the,69,36.9,OpenSubtitles v2018 / OPUS
2038,wouldn't you,69,36.9,OpenSubtitles v2018 / OPUS
2039,didn't you tell me,69,36.9,OpenSubtitles v2018 / OPUS
2040,there ain't,69,36.9,OpenSubtitles v2018 / OPUS
2041,tell him that,69,36.9,OpenSubtitles v2018 / OPUS
2042,think we're,69,36.9,OpenSubtitles v2018 / OPUS
2043,it's a little,69,36.9,OpenSubtitles v2018 / OPUS
2044,good news,69,36.9,OpenSubtitles v2018 / OPUS
2045,have to tell,69,36.9,OpenSubtitles v2018 / OPUS
2046,get away with,69,36.9,OpenSubtitles v2018 / OPUS
2047,couldn't have,69,36.9,OpenSubtitles v2018 / OPUS
2048,he's gonna,69,36.9,OpenSubtitles v2018 / OPUS
2049,was just thinking,69,36.9,OpenSubtitles v2018 / OPUS
2050,i was just thinking,69,36.9,OpenSubtitles v2018 / OPUS
2051,down on the,69,36.9,OpenSubtitles v2018 / OPUS
2052,don't understand you,69,36.9,OpenSubtitles v2018 / OPUS
2053,up some,69,36.9,OpenSubtitles v2018 / OPUS
2054,the way he,69,36.9,OpenSubtitles v2018 / OPUS
2055,ran away,68,36.8,OpenSubtitles v2018 / OPUS
2056,didn't hear,68,36.8,OpenSubtitles v2018 / OPUS
2057,all right all,68,36.8,OpenSubtitles v2018 / OPUS
2058,right all right,68,36.8,OpenSubtitles v2018 / OPUS
2059,i'd love,68,36.8,OpenSubtitles v2018 / OPUS
2060,won't go,68,36.8,OpenSubtitles v2018 / OPUS
2061,good looking,68,36.8,OpenSubtitles v2018 / OPUS
2062,our way,68,36.8,OpenSubtitles v2018 / OPUS
2063,after me,68,36.8,OpenSubtitles v2018 / OPUS
2064,did you come,68,36.8,OpenSubtitles v2018 / OPUS
2065,there's nothing to,68,36.8,OpenSubtitles v2018 / OPUS
2066,just keep,68,36.8,OpenSubtitles v2018 / OPUS
2067,just say,68,36.8,OpenSubtitles v2018 / OPUS
2068,just get,68,36.8,OpenSubtitles v2018 / OPUS
2069,where did you get,68,36.8,OpenSubtitles v2018 / OPUS
2070,oh it's you,68,36.8,OpenSubtitles v2018 / OPUS
2071,poor thing,68,36.8,OpenSubtitles v2018 / OPUS
2072,let's get out of here,68,36.8,OpenSubtitles v2018 / OPUS
2073,been through,68,36.8,OpenSubtitles v2018 / OPUS
2074,know what you mean,68,36.8,OpenSubtitles v2018 / OPUS
2075,why don't you get,68,36.8,OpenSubtitles v2018 / OPUS
2076,be in the,68,36.8,OpenSubtitles v2018 / OPUS
2077,let's drink,67,36.7,OpenSubtitles v2018 / OPUS
2078,we want to,67,36.7,OpenSubtitles v2018 / OPUS
2079,not let,67,36.7,OpenSubtitles v2018 / OPUS
2080,was just a,67,36.7,OpenSubtitles v2018 / OPUS
2081,because you're,67,36.7,OpenSubtitles v2018 / OPUS
2082,only way,67,36.7,OpenSubtitles v2018 / OPUS
2083,of love,67,36.7,OpenSubtitles v2018 / OPUS
2084,that's so,67,36.7,OpenSubtitles v2018 / OPUS
2085,thanks to,67,36.7,OpenSubtitles v2018 / OPUS
2086,sure of,67,36.7,OpenSubtitles v2018 / OPUS
2087,lived in,67,36.7,OpenSubtitles v2018 / OPUS
2088,love with you,67,36.7,OpenSubtitles v2018 / OPUS
2089,remember what,67,36.7,OpenSubtitles v2018 / OPUS
2090,will tell you,67,36.7,OpenSubtitles v2018 / OPUS
2091,going to take,67,36.7,OpenSubtitles v2018 / OPUS
2092,of good,67,36.7,OpenSubtitles v2018 / OPUS
2093,find some,67,36.7,OpenSubtitles v2018 / OPUS
2094,tell the truth,67,36.7,OpenSubtitles v2018 / OPUS
2095,let me help you,67,36.7,OpenSubtitles v2018 / OPUS
2096,can't let,67,36.7,OpenSubtitles v2018 / OPUS
2097,why can't,67,36.7,OpenSubtitles v2018 / OPUS
2098,i won't let,67,36.7,OpenSubtitles v2018 / OPUS
2099,i'll have a,67,36.7,OpenSubtitles v2018 / OPUS
2100,you think it,67,36.7,OpenSubtitles v2018 / OPUS
2101,sit down and,67,36.7,OpenSubtitles v2018 / OPUS
2102,not bad,67,36.7,OpenSubtitles v2018 / OPUS
2103,get far,67,36.7,OpenSubtitles v2018 / OPUS
2104,get one,67,36.7,OpenSubtitles v2018 / OPUS
2105,didn't like,67,36.7,OpenSubtitles v2018 / OPUS
2106,get those,67,36.7,OpenSubtitles v2018 / OPUS
2107,want her,67,36.7,OpenSubtitles v2018 / OPUS
2108,even in,67,36.7,OpenSubtitles v2018 / OPUS
2109,now tell,67,36.7,OpenSubtitles v2018 / OPUS
2110,doesn't it,67,36.7,OpenSubtitles v2018 / OPUS
2111,good for you,67,36.7,OpenSubtitles v2018 / OPUS
2112,want to kill,67,36.7,OpenSubtitles v2018 / OPUS
2113,you don't get,67,36.7,OpenSubtitles v2018 / OPUS
2114,i'd have to,67,36.7,OpenSubtitles v2018 / OPUS
2115,now there's,67,36.7,OpenSubtitles v2018 / OPUS
2116,unexpected isn't,67,36.7,OpenSubtitles v2018 / OPUS
2117,the unexpected isn't,67,36.7,OpenSubtitles v2018 / OPUS
2118,unexpected isn't there,67,36.7,OpenSubtitles v2018 / OPUS
2119,always the unexpected isn't,67,36.7,OpenSubtitles v2018 / OPUS
2120,the unexpected isn't there,67,36.7,OpenSubtitles v2018 / OPUS
2121,there's always the unexpected isn't,67,36.7,OpenSubtitles v2018 / OPUS
2122,always the unexpected isn't there,67,36.7,OpenSubtitles v2018 / OPUS
2123,well i think,67,36.7,OpenSubtitles v2018 / OPUS
2124,we're still,67,36.7,OpenSubtitles v2018 / OPUS
2125,that's quite,67,36.7,OpenSubtitles v2018 / OPUS
2126,i wanna go,67,36.7,OpenSubtitles v2018 / OPUS
2127,in this case,67,36.7,OpenSubtitles v2018 / OPUS
2128,i'll make it,67,36.7,OpenSubtitles v2018 / OPUS
2129,hate to,67,36.7,OpenSubtitles v2018 / OPUS
2130,well let,67,36.7,OpenSubtitles v2018 / OPUS
2131,i'm through,67,36.7,OpenSubtitles v2018 / OPUS
2132,to go to the,66,36.5,OpenSubtitles v2018 / OPUS
2133,she's just,66,36.5,OpenSubtitles v2018 / OPUS
2134,let's take a,66,36.5,OpenSubtitles v2018 / OPUS
2135,you tell him,66,36.5,OpenSubtitles v2018 / OPUS
2136,to get me,66,36.5,OpenSubtitles v2018 / OPUS
2137,that wasn't,66,36.5,OpenSubtitles v2018 / OPUS
2138,on your way,66,36.5,OpenSubtitles v2018 / OPUS
2139,out of the way,66,36.5,OpenSubtitles v2018 / OPUS
2140,us out,66,36.5,OpenSubtitles v2018 / OPUS
2141,have to get,66,36.5,OpenSubtitles v2018 / OPUS
2142,you know what i,66,36.5,OpenSubtitles v2018 / OPUS
2143,people in,66,36.5,OpenSubtitles v2018 / OPUS
2144,it's wonderful,66,36.5,OpenSubtitles v2018 / OPUS
2145,find that,66,36.5,OpenSubtitles v2018 / OPUS
2146,wasn't it,66,36.5,OpenSubtitles v2018 / OPUS
2147,anything wrong,66,36.5,OpenSubtitles v2018 / OPUS
2148,the only way,66,36.5,OpenSubtitles v2018 / OPUS
2149,tell him to,66,36.5,OpenSubtitles v2018 / OPUS
2150,and wait,66,36.5,OpenSubtitles v2018 / OPUS
2151,that's impossible,66,36.5,OpenSubtitles v2018 / OPUS
2152,want to tell,66,36.5,OpenSubtitles v2018 / OPUS
2153,won't we,66,36.5,OpenSubtitles v2018 / OPUS
2154,it's my fault,66,36.5,OpenSubtitles v2018 / OPUS
2155,on top,66,36.5,OpenSubtitles v2018 / OPUS
2156,you know it's,66,36.5,OpenSubtitles v2018 / OPUS
2157,oh don't,66,36.5,OpenSubtitles v2018 / OPUS
2158,maybe you're,66,36.5,OpenSubtitles v2018 / OPUS
2159,thing like,66,36.5,OpenSubtitles v2018 / OPUS
2160,going out,66,36.5,OpenSubtitles v2018 / OPUS
2161,to come to,66,36.5,OpenSubtitles v2018 / OPUS
2162,on his way,66,36.5,OpenSubtitles v2018 / OPUS
2163,to take care,66,36.5,OpenSubtitles v2018 / OPUS
2164,can't do that,66,36.5,OpenSubtitles v2018 / OPUS
2165,go again,66,36.5,OpenSubtitles v2018 / OPUS
2166,don't work,66,36.5,OpenSubtitles v2018 / OPUS
2167,that's very kind,66,36.5,OpenSubtitles v2018 / OPUS
2168,i'm not even,66,36.5,OpenSubtitles v2018 / OPUS
2169,aren't they,66,36.5,OpenSubtitles v2018 / OPUS
2170,wind up,66,36.5,OpenSubtitles v2018 / OPUS
2171,i've asked,66,36.5,OpenSubtitles v2018 / OPUS
2172,it's about time,66,36.5,OpenSubtitles v2018 / OPUS
2173,they've been,66,36.5,OpenSubtitles v2018 / OPUS
2174,don't care what,66,36.5,OpenSubtitles v2018 / OPUS
2175,right but,66,36.5,OpenSubtitles v2018 / OPUS
2176,all right let's,66,36.5,OpenSubtitles v2018 / OPUS
2177,know is,66,36.5,OpenSubtitles v2018 / OPUS
2178,off his,66,36.5,OpenSubtitles v2018 / OPUS
2179,in love with you,66,36.5,OpenSubtitles v2018 / OPUS
2180,so sorry,66,36.5,OpenSubtitles v2018 / OPUS
2181,that on,66,36.5,OpenSubtitles v2018 / OPUS
2182,good friends,66,36.5,OpenSubtitles v2018 / OPUS
2183,he don't,66,36.5,OpenSubtitles v2018 / OPUS
2184,i'm really,65,36.4,OpenSubtitles v2018 / OPUS
2185,are you ready,65,36.4,OpenSubtitles v2018 / OPUS
2186,mind your,65,36.4,OpenSubtitles v2018 / OPUS
2187,just wanted,65,36.4,OpenSubtitles v2018 / OPUS
2188,tell that,65,36.4,OpenSubtitles v2018 / OPUS
2189,need me,65,36.4,OpenSubtitles v2018 / OPUS
2190,i'm just a,65,36.4,OpenSubtitles v2018 / OPUS
2191,all right all right,65,36.4,OpenSubtitles v2018 / OPUS
2192,on the ground,65,36.4,OpenSubtitles v2018 / OPUS
2193,want to hear,65,36.4,OpenSubtitles v2018 / OPUS
2194,go off,65,36.4,OpenSubtitles v2018 / OPUS
2195,give you the,65,36.4,OpenSubtitles v2018 / OPUS
2196,and i want,65,36.4,OpenSubtitles v2018 / OPUS
2197,am sorry,65,36.4,OpenSubtitles v2018 / OPUS
2198,i am sorry,65,36.4,OpenSubtitles v2018 / OPUS
2199,know our,65,36.4,OpenSubtitles v2018 / OPUS
2200,been a long time,65,36.4,OpenSubtitles v2018 / OPUS
2201,over my,65,36.4,OpenSubtitles v2018 / OPUS
2202,when he's,65,36.4,OpenSubtitles v2018 / OPUS
2203,you care to,65,36.4,OpenSubtitles v2018 / OPUS
2204,hold this,65,36.4,OpenSubtitles v2018 / OPUS
2205,just a few,65,36.4,OpenSubtitles v2018 / OPUS
2206,why didn't you tell me,65,36.4,OpenSubtitles v2018 / OPUS
2207,know his,65,36.4,OpenSubtitles v2018 / OPUS
2208,you mind if i,65,36.4,OpenSubtitles v2018 / OPUS
2209,ought to know,65,36.4,OpenSubtitles v2018 / OPUS
2210,you to get,65,36.4,OpenSubtitles v2018 / OPUS
2211,up you,65,36.4,OpenSubtitles v2018 / OPUS
2212,put it on,65,36.4,OpenSubtitles v2018 / OPUS
2213,slow down,65,36.4,OpenSubtitles v2018 / OPUS
2214,sure is,65,36.4,OpenSubtitles v2018 / OPUS
2215,a talk,65,36.4,OpenSubtitles v2018 / OPUS
2216,on let's go,65,36.4,OpenSubtitles v2018 / OPUS
2217,come on let's go,65,36.4,OpenSubtitles v2018 / OPUS
2218,mixed up,65,36.4,OpenSubtitles v2018 / OPUS
2219,me it's,65,36.4,OpenSubtitles v2018 / OPUS
2220,i've no,65,36.4,OpenSubtitles v2018 / OPUS
2221,can't do this,65,36.4,OpenSubtitles v2018 / OPUS
2222,time they,65,36.4,OpenSubtitles v2018 / OPUS
2223,you'll get a,65,36.4,OpenSubtitles v2018 / OPUS
2224,gonna tell,65,36.4,OpenSubtitles v2018 / OPUS
2225,really think,65,36.4,OpenSubtitles v2018 / OPUS
2226,after what,65,36.4,OpenSubtitles v2018 / OPUS
2227,in your own,65,36.4,OpenSubtitles v2018 / OPUS
2228,could just,65,36.4,OpenSubtitles v2018 / OPUS
2229,how it's,65,36.4,OpenSubtitles v2018 / OPUS
2230,did you go,64,36.3,OpenSubtitles v2018 / OPUS
2231,on the phone,64,36.3,OpenSubtitles v2018 / OPUS
2232,over for,64,36.3,OpenSubtitles v2018 / OPUS
2233,woo's mom,64,36.3,OpenSubtitles v2018 / OPUS
2234,gyeon woo's mom,64,36.3,OpenSubtitles v2018 / OPUS
2235,have in,64,36.3,OpenSubtitles v2018 / OPUS
2236,here please,64,36.3,OpenSubtitles v2018 / OPUS
2237,give me your,64,36.3,OpenSubtitles v2018 / OPUS
2238,their way,64,36.3,OpenSubtitles v2018 / OPUS
2239,and in the,64,36.3,OpenSubtitles v2018 / OPUS
2240,know what to,64,36.3,OpenSubtitles v2018 / OPUS
2241,you come back,64,36.3,OpenSubtitles v2018 / OPUS
2242,back to me,64,36.3,OpenSubtitles v2018 / OPUS
2243,need some,64,36.3,OpenSubtitles v2018 / OPUS
2244,don't have a,64,36.3,OpenSubtitles v2018 / OPUS
2245,i was on,64,36.3,OpenSubtitles v2018 / OPUS
2246,it's one,64,36.3,OpenSubtitles v2018 / OPUS
2247,want to say,64,36.3,OpenSubtitles v2018 / OPUS
2248,so that's,64,36.3,OpenSubtitles v2018 / OPUS
2249,you don't know what,64,36.3,OpenSubtitles v2018 / OPUS
2250,can't get far,64,36.3,OpenSubtitles v2018 / OPUS
2251,get far without,64,36.3,OpenSubtitles v2018 / OPUS
2252,you can't get far,64,36.3,OpenSubtitles v2018 / OPUS
2253,can't get far without,64,36.3,OpenSubtitles v2018 / OPUS
2254,get far without a,64,36.3,OpenSubtitles v2018 / OPUS
2255,you can't get far without,64,36.3,OpenSubtitles v2018 / OPUS
2256,can't get far without a,64,36.3,OpenSubtitles v2018 / OPUS
2257,to work on,64,36.3,OpenSubtitles v2018 / OPUS
2258,is ready,64,36.3,OpenSubtitles v2018 / OPUS
2259,me talk,64,36.3,OpenSubtitles v2018 / OPUS
2260,let me talk,64,36.3,OpenSubtitles v2018 / OPUS
2261,feel sorry,64,36.3,OpenSubtitles v2018 / OPUS
2262,feel sorry for,64,36.3,OpenSubtitles v2018 / OPUS
2263,all right now,64,36.3,OpenSubtitles v2018 / OPUS
2264,am sure,64,36.3,OpenSubtitles v2018 / OPUS
2265,i am sure,64,36.3,OpenSubtitles v2018 / OPUS
2266,it's gonna be,64,36.3,OpenSubtitles v2018 / OPUS
